"zipcode","year","occupation","estimate","margin_of_error","county"
"93023",2015,"office_and_administrative_support_occupations",20994,5682,"Ventura"
"93023",2015,"farming_fishing_and_forestry_occupations",25313,23968,"Ventura"
"93023",2015,"construction_and_extraction_occupations",40563,25208,"Ventura"
"93023",2015,"installation_maintenance_and_repair_occupations",31413,15287,"Ventura"
"93023",2015,"production_occupations",14318,14741,"Ventura"
"93023",2015,"transportation_occupations",37234,8081,"Ventura"
"93023",2015,"material_moving_occupations",12697,26617,"Ventura"
"93030",2015,"civilian_employed_population_16_years_and_over_with_earnings",25138,1303,"Ventura"
"93030",2015,"management_occupations",50898,6437,"Ventura"
"93030",2015,"business_and_financial_operations_occupations",55313,14674,"Ventura"
"93030",2015,"computer_and_mathematical_occupations",69886,31114,"Ventura"
"93030",2015,"architecture_and_engineering_occupations",77969,7797,"Ventura"
"93030",2015,"life_physical_and_social_science_occupations",72654,58427,"Ventura"
"93030",2015,"community_and_social_services_occupations",44676,5867,"Ventura"
"93030",2015,"legal_occupations",51763,20391,"Ventura"
"93030",2015,"education_training_and_library_occupations",40071,22125,"Ventura"
"93030",2015,"arts_design_entertainment_sports_and_media_occupations",22083,33444,"Ventura"
"93030",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",71250,13890,"Ventura"
"93030",2015,"health_technologists_and_technicians",45500,11212,"Ventura"
"93030",2015,"healthcare_support_occupations",19485,4996,"Ventura"
"93030",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",16677,15593,"Ventura"
"93030",2015,"law_enforcement_workers_including_supervisors",24279,74173,"Ventura"
"93030",2015,"food_preparation_and_serving_related_occupations",15059,3536,"Ventura"
"93030",2015,"building_and_grounds_cleaning_and_maintenance_occupations",21693,3162,"Ventura"
"93030",2015,"personal_care_and_service_occupations",17587,6674,"Ventura"
"93030",2015,"sales_and_related_occupations",23458,4554,"Ventura"
"93030",2015,"office_and_administrative_support_occupations",26206,1604,"Ventura"
"93030",2015,"farming_fishing_and_forestry_occupations",15961,3027,"Ventura"
"93030",2015,"construction_and_extraction_occupations",30139,8794,"Ventura"
"93030",2015,"installation_maintenance_and_repair_occupations",39236,17022,"Ventura"
"93030",2015,"production_occupations",25463,3370,"Ventura"
"93030",2015,"transportation_occupations",31376,6072,"Ventura"
"93030",2015,"material_moving_occupations",21766,4162,"Ventura"
"93033",2015,"civilian_employed_population_16_years_and_over_with_earnings",20876,571,"Ventura"
"93033",2015,"management_occupations",41339,7567,"Ventura"
"93033",2015,"business_and_financial_operations_occupations",44375,14561,"Ventura"
"93033",2015,"computer_and_mathematical_occupations",70993,25358,"Ventura"
"93033",2015,"architecture_and_engineering_occupations",56319,19515,"Ventura"
"93033",2015,"life_physical_and_social_science_occupations",46556,2833,"Ventura"
"93033",2015,"community_and_social_services_occupations",35268,2775,"Ventura"
"93033",2015,"legal_occupations",67813,107318,"Ventura"
"93033",2015,"education_training_and_library_occupations",19063,5700,"Ventura"
"93033",2015,"arts_design_entertainment_sports_and_media_occupations",25536,26584,"Ventura"
"93033",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",70179,8233,"Ventura"
"93033",2015,"health_technologists_and_technicians",35754,2875,"Ventura"
"93033",2015,"healthcare_support_occupations",26185,2758,"Ventura"
"93033",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",28783,8348,"Ventura"
"93033",2015,"law_enforcement_workers_including_supervisors",81429,24408,"Ventura"
"93033",2015,"food_preparation_and_serving_related_occupations",16054,1063,"Ventura"
"93033",2015,"building_and_grounds_cleaning_and_maintenance_occupations",22838,2188,"Ventura"
"93033",2015,"personal_care_and_service_occupations",11913,1857,"Ventura"
"93033",2015,"sales_and_related_occupations",17276,2873,"Ventura"
"93033",2015,"office_and_administrative_support_occupations",24596,2100,"Ventura"
"93033",2015,"farming_fishing_and_forestry_occupations",15608,748,"Ventura"
"93033",2015,"construction_and_extraction_occupations",22377,4626,"Ventura"
"93033",2015,"installation_maintenance_and_repair_occupations",40266,5425,"Ventura"
"93033",2015,"production_occupations",21828,1294,"Ventura"
"93033",2015,"transportation_occupations",30823,1906,"Ventura"
"93033",2015,"material_moving_occupations",19484,1725,"Ventura"
"93035",2015,"civilian_employed_population_16_years_and_over_with_earnings",38441,3349,"Ventura"
"93035",2015,"management_occupations",60155,17445,"Ventura"
"93035",2015,"business_and_financial_operations_occupations",51068,4716,"Ventura"
"93035",2015,"computer_and_mathematical_occupations",96285,12091,"Ventura"
"93035",2015,"architecture_and_engineering_occupations",77898,9202,"Ventura"
"93035",2015,"life_physical_and_social_science_occupations",57448,93866,"Ventura"
"93035",2015,"community_and_social_services_occupations",50607,8325,"Ventura"
"93035",2015,"legal_occupations",95139,57246,"Ventura"
"93035",2015,"education_training_and_library_occupations",40556,29769,"Ventura"
"93035",2015,"arts_design_entertainment_sports_and_media_occupations",32277,20971,"Ventura"
"93035",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",81765,18868,"Ventura"
"93035",2015,"health_technologists_and_technicians",60125,32634,"Ventura"
"93035",2015,"healthcare_support_occupations",30563,9843,"Ventura"
"93035",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",21938,17389,"Ventura"
"93035",2015,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93035",2015,"food_preparation_and_serving_related_occupations",15911,4212,"Ventura"
"93035",2015,"building_and_grounds_cleaning_and_maintenance_occupations",27798,7605,"Ventura"
"93035",2015,"personal_care_and_service_occupations",15192,7892,"Ventura"
"93035",2015,"sales_and_related_occupations",41660,7250,"Ventura"
"93035",2015,"office_and_administrative_support_occupations",25668,5211,"Ventura"
"93035",2015,"farming_fishing_and_forestry_occupations",30341,18811,"Ventura"
"93035",2015,"construction_and_extraction_occupations",38261,18994,"Ventura"
"93035",2015,"installation_maintenance_and_repair_occupations",39875,20146,"Ventura"
"93035",2015,"production_occupations",31520,11527,"Ventura"
"93035",2015,"transportation_occupations",37031,31186,"Ventura"
"93035",2015,"material_moving_occupations",16576,10861,"Ventura"
"93036",2015,"civilian_employed_population_16_years_and_over_with_earnings",26699,1358,"Ventura"
"93036",2015,"management_occupations",46781,2915,"Ventura"
"93036",2015,"business_and_financial_operations_occupations",52352,7439,"Ventura"
"93036",2015,"computer_and_mathematical_occupations",81417,10636,"Ventura"
"93036",2015,"architecture_and_engineering_occupations",86667,54381,"Ventura"
"93036",2015,"life_physical_and_social_science_occupations",31250,42233,"Ventura"
"93036",2015,"community_and_social_services_occupations",41226,7716,"Ventura"
"93036",2015,"legal_occupations",78527,31711,"Ventura"
"93036",2015,"education_training_and_library_occupations",35667,10018,"Ventura"
"93036",2015,"arts_design_entertainment_sports_and_media_occupations",21855,9499,"Ventura"
"93036",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",72614,17450,"Ventura"
"93036",2015,"health_technologists_and_technicians",23073,11142,"Ventura"
"93036",2015,"healthcare_support_occupations",25026,8684,"Ventura"
"93036",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",23229,13173,"Ventura"
"93036",2015,"law_enforcement_workers_including_supervisors",79514,5494,"Ventura"
"93036",2015,"food_preparation_and_serving_related_occupations",15082,3429,"Ventura"
"93036",2015,"building_and_grounds_cleaning_and_maintenance_occupations",25845,4148,"Ventura"
"93036",2015,"personal_care_and_service_occupations",17279,2932,"Ventura"
"93036",2015,"sales_and_related_occupations",21383,2058,"Ventura"
"93036",2015,"office_and_administrative_support_occupations",27308,6967,"Ventura"
"93036",2015,"farming_fishing_and_forestry_occupations",15619,2239,"Ventura"
"93036",2015,"construction_and_extraction_occupations",32127,13959,"Ventura"
"93036",2015,"installation_maintenance_and_repair_occupations",40764,5163,"Ventura"
"93036",2015,"production_occupations",23416,2596,"Ventura"
"93036",2015,"transportation_occupations",27622,5423,"Ventura"
"93036",2015,"material_moving_occupations",17569,4644,"Ventura"
"93040",2015,"civilian_employed_population_16_years_and_over_with_earnings",25287,4867,"Ventura"
"93040",2015,"management_occupations",12031,26386,"Ventura"
"93040",2015,"business_and_financial_operations_occupations",66932,43413,"Ventura"
"93040",2015,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93040",2015,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93040",2015,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93040",2015,"community_and_social_services_occupations",NA,NA,"Ventura"
"93040",2015,"legal_occupations",NA,NA,"Ventura"
"93040",2015,"education_training_and_library_occupations",72763,64634,"Ventura"
"93040",2015,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93040",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93040",2015,"health_technologists_and_technicians",NA,NA,"Ventura"
"93040",2015,"healthcare_support_occupations",25179,8511,"Ventura"
"93040",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93040",2015,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93040",2015,"food_preparation_and_serving_related_occupations",16250,11917,"Ventura"
"93040",2015,"building_and_grounds_cleaning_and_maintenance_occupations",21964,6551,"Ventura"
"93040",2015,"personal_care_and_service_occupations",7422,30316,"Ventura"
"93040",2015,"sales_and_related_occupations",20000,30260,"Ventura"
"93040",2015,"office_and_administrative_support_occupations",33214,11360,"Ventura"
"93040",2015,"farming_fishing_and_forestry_occupations",30208,15147,"Ventura"
"93040",2015,"construction_and_extraction_occupations",14762,18955,"Ventura"
"93040",2015,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93040",2015,"production_occupations",21979,9524,"Ventura"
"93040",2015,"transportation_occupations",51875,15334,"Ventura"
"93040",2015,"material_moving_occupations",19167,4801,"Ventura"
"93041",2015,"civilian_employed_population_16_years_and_over_with_earnings",31434,1479,"Ventura"
"93041",2015,"management_occupations",63472,18024,"Ventura"
"93041",2015,"business_and_financial_operations_occupations",50766,2113,"Ventura"
"93041",2015,"computer_and_mathematical_occupations",37292,117713,"Ventura"
"93041",2015,"architecture_and_engineering_occupations",60455,31197,"Ventura"
"93041",2015,"life_physical_and_social_science_occupations",63021,34983,"Ventura"
"93041",2015,"community_and_social_services_occupations",27500,14601,"Ventura"
"93041",2015,"legal_occupations",NA,NA,"Ventura"
"93041",2015,"education_training_and_library_occupations",29024,7870,"Ventura"
"93041",2015,"arts_design_entertainment_sports_and_media_occupations",31957,51112,"Ventura"
"93041",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",70667,16309,"Ventura"
"93041",2015,"health_technologists_and_technicians",26167,12647,"Ventura"
"93041",2015,"healthcare_support_occupations",41250,22147,"Ventura"
"93041",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",27500,25604,"Ventura"
"93041",2015,"law_enforcement_workers_including_supervisors",47614,87006,"Ventura"
"93041",2015,"food_preparation_and_serving_related_occupations",15252,2184,"Ventura"
"93041",2015,"building_and_grounds_cleaning_and_maintenance_occupations",20064,12144,"Ventura"
"93041",2015,"personal_care_and_service_occupations",19901,6772,"Ventura"
"93041",2015,"sales_and_related_occupations",20952,8504,"Ventura"
"93041",2015,"office_and_administrative_support_occupations",36583,7030,"Ventura"
"93041",2015,"farming_fishing_and_forestry_occupations",10771,6322,"Ventura"
"93041",2015,"construction_and_extraction_occupations",31394,8660,"Ventura"
"93041",2015,"installation_maintenance_and_repair_occupations",46296,16649,"Ventura"
"93041",2015,"production_occupations",30328,9014,"Ventura"
"93041",2015,"transportation_occupations",47270,2245,"Ventura"
"93041",2015,"material_moving_occupations",30151,21254,"Ventura"
"93042",2015,"civilian_employed_population_16_years_and_over_with_earnings",NA,NA,"Ventura"
"93042",2015,"management_occupations",NA,NA,"Ventura"
"93042",2015,"business_and_financial_operations_occupations",NA,NA,"Ventura"
"93042",2015,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93042",2015,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93042",2015,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93042",2015,"community_and_social_services_occupations",NA,NA,"Ventura"
"93042",2015,"legal_occupations",NA,NA,"Ventura"
"93042",2015,"education_training_and_library_occupations",NA,NA,"Ventura"
"93042",2015,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93042",2015,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93042",2015,"health_technologists_and_technicians",NA,NA,"Ventura"
"93042",2015,"healthcare_support_occupations",NA,NA,"Ventura"
"93042",2015,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93042",2015,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93042",2015,"food_preparation_and_serving_related_occupations",NA,NA,"Ventura"
"93042",2015,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Ventura"
"93042",2015,"personal_care_and_service_occupations",NA,NA,"Ventura"
"93042",2015,"sales_and_related_occupations",NA,NA,"Ventura"
