"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
18,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,35,0
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,20,0
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,52,1e+05
8,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,34,31000
21,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","119041","Architectural And Engineering Managers","Green",2021,40,55000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,57,2e+05
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2021,59,0
18,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,58,160000
28,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,63,31000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,58,0
6,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,50,165000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,32,140000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,63,0
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,46,150000
73,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,53,65000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,60,95000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,55,1e+05
50,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2021,35,65000
25,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,54,493000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,64,155000
57,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","475040","Underground Mining Machine Operators","Fossil Fuel",2021,63,120000
20,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,35,85000
37,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2021,39,40000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,61,55000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,43,90000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,48,92000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,32,48000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,33,55000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,62,2e+05
22,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,52,92000
51,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,65,40000
33,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,65,0
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2021,52,120000
7,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,38,92000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,43,120000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,41,50000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,56,50000
23,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,49,160000
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4750XX","Other Extraction Workers","Fossil Fuel",2021,47,39300
6,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2021,32,17000
23,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,27,40000
21,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,24,32000
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,29,38000
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2021,64,0
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,25,15000
47,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,29,60000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","514041","Machinists","Green",2021,53,104000
46,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,32,40000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,42,80000
28,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","537070","537070","Fossil Fuel",2021,43,0
56,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,56,90000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,65,95000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,66,0
34,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,31,102000
9,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172051","Civil Engineers","Green",2021,24,66000
47,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,21,21000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,44,71000
12,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,54,50000
6,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,30,99000
123,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,52,0
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,71,104000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,57,493000
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,55,97000
19,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","514041","Machinists","Green",2021,51,10000
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,31,75000
44,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,22,4000
17,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,61,60000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,54,1e+05
13,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,82,0
16,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,47,67000
10,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,32,3000
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2021,25,70000
7,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2021,25,20000
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,29,50000
29,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,59,75000
17,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2021,28,12000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,46,0
23,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,49,0
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,69,98000
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,62,0
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,48,0
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","19204X","Geoscientists And Hydrologists, Except Geographers","Fossil Fuel",2021,54,102000
23,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2021,65,150000
30,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,26,67000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,66,120000
5,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2021,23,35000
5,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2021,19,20800
5,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2021,24,20000
22,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2021,24,20000
8,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172141","Mechanical Engineers","Fossil Fuel",2021,38,1500
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,19,0
9,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,63,0
1,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","514041","Machinists","Green",2021,33,0
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,44,31200
3,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,48,1200
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2021,21,4000
7,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","472231","Solar Photovoltaic Installers","Green",2021,23,24600
4,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,48,1200
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,19,0
4,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,43,0
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","518090","Miscellaneous Plant And System Operators","Green",2021,28,60
38,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","4740XX","Other Construction And Related Workers","Green",2021,26,35000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,18,6500
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,23,2500
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,18,1100
4,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","537070","537070","Fossil Fuel",2021,26,0
8,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,22,26000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,18,1100
4,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,61,0
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,21,3000
25,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2021,23,1100
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2021,23,1100
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,49,140000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,54,65000
43,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2021,52,225000
36,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,42,80000
52,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,22,22000
30,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,56,40000
19,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,21,1500
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,58,0
23,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,46,103000
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","472231","Solar Photovoltaic Installers","Green",2021,29,0
8,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,51,3e+05
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,35,38000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,49,61000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,42,71000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,50,90000
23,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2021,68,0
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,66,0
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,47,119000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721XX","Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers","Green",2021,71,0
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,39,14900
6,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2021,69,0
20,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,67,0
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","514041","Machinists","Green",2021,71,0
14,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,26,0
14,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,56,0
7,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,59,50000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,30,1e+05
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","472211","Sheet Metal Workers","Green",2021,48,42000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,62,0
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,24,55000
34,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","514041","Machinists","Green",2021,47,50000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,37,26000
29,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","475040","Underground Mining Machine Operators","Fossil Fuel",2021,65,5000
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,35,56000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,33,40000
45,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2021,52,98000
10,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,50,275000
21,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,30,3200
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,26,75000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,25,75000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,59,0
26,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,52,77000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,63,40000
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,74,118000
15,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,62,0
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,64,0
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2021,57,160000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,45,110000
21,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,29,47500
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","113051","Industrial Production Managers","Green",2021,39,212000
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,59,120000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,51,50000
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,65,0
15,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172051","Civil Engineers","Green",2021,54,42000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,75,10000
15,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,31,0
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,65,0
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,53,0
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,63,50000
5,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,79,0
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,61,90000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,43,90000
39,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,45,120000
19,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,62,213000
16,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,53,125000
28,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,25,45000
44,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,43,110000
22,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,71,46000
23,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,37,60000
6,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,34,0
29,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,20,0
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,43,90000
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172051","Civil Engineers","Green",2021,45,1e+05
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,51,0
19,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,25,32000
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,59,57000
25,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,34,45000
28,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2021,33,90000
20,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,56,137000
58,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,41,54000
11,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,48,102000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2021,66,180000
29,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,25,70000
44,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,29,85000
27,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2021,23,70000
16,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,50,72000
36,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,48,1200
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2021,51,190000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,72,0
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,42,48100
23,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,47,90000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,54,25000
